Region_Code,Year,Total_Crimes,Crime_Rate,Region_Name
GM0279,2010,320.0,34.5,Scherpenzeel
GM0279,2011,350.0,37.7,Scherpenzeel
GM0279,2012,330.0,35.1,Scherpenzeel
GM0279,2013,345.0,36.9,Scherpenzeel
GM0279,2014,270.0,28.4,Scherpenzeel
GM0279,2015,290.0,30.4,Scherpenzeel
GM0279,2016,245.0,25.9,Scherpenzeel
GM0279,2017,210.0,21.8,Scherpenzeel
GM0279,2018,205.0,21.0,Scherpenzeel
GM0279,2019,220.0,22.5,Scherpenzeel
GM0279,2020,255.0,25.7,Scherpenzeel
GM0279,2021,255.0,25.0,Scherpenzeel
GM0279,2022,240.0,23.2,Scherpenzeel
GM0279,2023,185.0,17.8,Scherpenzeel
GM0279,2024,190.0,18.6,Scherpenzeel
GM0281,2010,3165.0,76.8,Tiel
GM0281,2011,4060.0,98.6,Tiel
GM0281,2012,3625.0,87.3,Tiel
GM0281,2013,3290.0,78.8,Tiel
GM0281,2014,2935.0,70.3,Tiel
GM0281,2015,3000.0,72.1,Tiel
GM0281,2016,2835.0,68.3,Tiel
GM0281,2017,2465.0,59.5,Tiel
GM0281,2018,2045.0,49.4,Tiel
GM0281,2019,2605.0,62.1,Tiel
GM0281,2020,2405.0,57.0,Tiel
GM0281,2021,2145.0,51.2,Tiel
GM0281,2022,2045.0,48.4,Tiel
GM0281,2023,2080.0,48.8,Tiel
GM0281,2024,2300.0,54.3,Tiel
GM0282,2010,330.0,35.5,Ubbergen
GM0282,2011,325.0,34.6,Ubbergen
GM0282,2012,345.0,36.5,Ubbergen
GM0282,2013,340.0,35.7,Ubbergen
GM0282,2014,280.0,29.8,Ubbergen
GM0282,2015,0.0,0.0,Ubbergen
GM0282,2016,0.0,0.0,Ubbergen
GM0282,2017,0.0,0.0,Ubbergen
GM0282,2018,0.0,0.0,Ubbergen
GM0282,2019,0.0,0.0,Ubbergen
GM0282,2020,0.0,0.0,Ubbergen
GM0282,2021,0.0,0.0,Ubbergen
GM0282,2022,0.0,0.0,Ubbergen
GM0282,2023,0.0,0.0,Ubbergen
GM0282,2024,0.0,0.0,Ubbergen
GM0285,2010,1290.0,54.3,Voorst
GM0285,2011,1060.0,44.8,Voorst
GM0285,2012,1110.0,46.9,Voorst
GM0285,2013,985.0,41.6,Voorst
GM0285,2014,1130.0,47.5,Voorst
GM0285,2015,855.0,35.8,Voorst
GM0285,2016,860.0,35.8,Voorst
GM0285,2017,740.0,30.6,Voorst
GM0285,2018,620.0,25.5,Voorst
GM0285,2019,730.0,29.9,Voorst
GM0285,2020,825.0,33.5,Voorst
GM0285,2021,710.0,28.6,Voorst
GM0285,2022,865.0,34.6,Voorst
GM0285,2023,730.0,28.9,Voorst
GM0285,2024,715.0,28.1,Voorst
GM0289,2010,2740.0,73.4,Wageningen
GM0289,2011,2465.0,67.2,Wageningen
GM0289,2012,2270.0,61.2,Wageningen
GM0289,2013,2130.0,56.9,Wageningen
GM0289,2014,1700.0,45.4,Wageningen
GM0289,2015,1360.0,36.0,Wageningen
GM0289,2016,1520.0,40.2,Wageningen
GM0289,2017,1170.0,30.5,Wageningen
GM0289,2018,1280.0,33.3,Wageningen
GM0289,2019,1265.0,32.6,Wageningen
GM0289,2020,1460.0,36.8,Wageningen
GM0289,2021,1205.0,30.5,Wageningen
GM0289,2022,1320.0,33.1,Wageningen
GM0289,2023,1425.0,34.8,Wageningen
GM0289,2024,1425.0,33.4,Wageningen
GM0293,2010,725.0,47.6,Westervoort
GM0293,2011,705.0,46.1,Westervoort
GM0293,2012,725.0,47.5,Westervoort
GM0293,2013,765.0,50.2,Westervoort
GM0293,2014,600.0,39.6,Westervoort
GM0293,2015,545.0,36.4,Westervoort
GM0293,2016,505.0,33.6,Westervoort
GM0293,2017,460.0,30.8,Westervoort
GM0293,2018,450.0,30.0,Westervoort
GM0293,2019,450.0,30.0,Westervoort
GM0293,2020,485.0,32.4,Westervoort
GM0293,2021,450.0,29.9,Westervoort
GM0293,2022,430.0,28.8,Westervoort
GM0293,2023,390.0,25.9,Westervoort
GM0293,2024,310.0,20.5,Westervoort
GM0294,2010,1395.0,48.0,Winterswijk
GM0294,2011,1365.0,47.1,Winterswijk
GM0294,2012,1460.0,50.4,Winterswijk
GM0294,2013,1290.0,44.6,Winterswijk
GM0294,2014,1320.0,45.7,Winterswijk
GM0294,2015,1235.0,42.7,Winterswijk
GM0294,2016,1135.0,39.3,Winterswijk
GM0294,2017,905.0,31.2,Winterswijk
GM0294,2018,820.0,28.3,Winterswijk
GM0294,2019,1010.0,34.9,Winterswijk
GM0294,2020,1095.0,38.0,Winterswijk
GM0294,2021,1080.0,37.2,Winterswijk
GM0294,2022,1200.0,41.2,Winterswijk
GM0294,2023,1010.0,34.5,Winterswijk
GM0294,2024,1160.0,39.6,Winterswijk
GM0296,2010,2230.0,55.5,Wijchen
GM0296,2011,2235.0,55.2,Wijchen
GM0296,2012,1935.0,47.5,Wijchen
GM0296,2013,1865.0,45.5,Wijchen
GM0296,2014,1640.0,40.0,Wijchen
GM0296,2015,1705.0,41.7,Wijchen
GM0296,2016,1520.0,37.2,Wijchen
GM0296,2017,1300.0,31.8,Wijchen
GM0296,2018,1260.0,30.8,Wijchen
GM0296,2019,1355.0,33.1,Wijchen
GM0296,2020,1350.0,32.9,Wijchen
GM0296,2021,1470.0,35.6,Wijchen
GM0296,2022,1435.0,34.7,Wijchen
GM0296,2023,1320.0,31.7,Wijchen
GM0296,2024,1320.0,31.7,Wijchen
GM0297,2010,1780.0,67.4,Zaltbommel
GM0297,2011,1685.0,63.3,Zaltbommel
GM0297,2012,1405.0,52.4,Zaltbommel
GM0297,2013,1415.0,52.6,Zaltbommel
GM0297,2014,1380.0,50.7,Zaltbommel
GM0297,2015,1480.0,54.0,Zaltbommel
GM0297,2016,1180.0,42.9,Zaltbommel
GM0297,2017,1045.0,37.7,Zaltbommel
GM0297,2018,1075.0,38.4,Zaltbommel
GM0297,2019,1110.0,39.0,Zaltbommel
GM0297,2020,1320.0,45.7,Zaltbommel
GM0297,2021,1225.0,41.6,Zaltbommel
GM0297,2022,1190.0,39.7,Zaltbommel
GM0297,2023,1145.0,37.8,Zaltbommel
GM0297,2024,1120.0,36.9,Zaltbommel
GM0299,2010,1705.0,53.5,Zevenaar
GM0299,2011,1690.0,52.4,Zevenaar
GM0299,2012,1720.0,53.0,Zevenaar
GM0299,2013,1555.0,48.0,Zevenaar
GM0299,2014,1430.0,44.4,Zevenaar
GM0299,2015,1130.0,35.0,Zevenaar
GM0299,2016,1200.0,37.2,Zevenaar
GM0299,2017,1100.0,34.0,Zevenaar
GM0299,2018,1175.0,27.1,Zevenaar
GM0299,2019,1380.0,31.7,Zevenaar
GM0299,2020,1415.0,32.4,Zevenaar
GM0299,2021,1345.0,30.5,Zevenaar
GM0299,2022,1360.0,30.5,Zevenaar
GM0299,2023,1255.0,27.9,Zevenaar
GM0299,2024,1315.0,29.2,Zevenaar
GM0301,2010,3615.0,77.2,Zutphen
GM0301,2011,3255.0,69.2,Zutphen
GM0301,2012,3130.0,66.4,Zutphen
GM0301,2013,3145.0,66.6,Zutphen
GM0301,2014,2965.0,62.9,Zutphen
GM0301,2015,2605.0,55.6,Zutphen
GM0301,2016,2955.0,62.9,Zutphen
GM0301,2017,2460.0,52.0,Zutphen
GM0301,2018,2265.0,47.7,Zutphen
GM0301,2019,2650.0,55.7,Zutphen
GM0301,2020,2480.0,51.8,Zutphen
GM0301,2021,2310.0,48.0,Zutphen
GM0301,2022,2585.0,53.4,Zutphen
GM0301,2023,2625.0,54.1,Zutphen
GM0301,2024,2250.0,46.1,Zutphen
GM0302,2010,1185.0,44.3,Nunspeet
GM0302,2011,1215.0,45.6,Nunspeet
GM0302,2012,1125.0,42.4,Nunspeet
GM0302,2013,1025.0,38.6,Nunspeet
GM0302,2014,960.0,36.0,Nunspeet
GM0302,2015,1020.0,38.1,Nunspeet
GM0302,2016,795.0,29.6,Nunspeet
GM0302,2017,710.0,26.3,Nunspeet
GM0302,2018,700.0,25.7,Nunspeet
GM0302,2019,790.0,28.7,Nunspeet
GM0302,2020,810.0,29.2,Nunspeet
GM0302,2021,855.0,30.4,Nunspeet
GM0302,2022,955.0,33.8,Nunspeet
GM0302,2023,775.0,26.9,Nunspeet
GM0302,2024,810.0,27.9,Nunspeet
GM0303,2010,2295.0,57.7,Dronten
GM0303,2011,2485.0,61.9,Dronten
GM0303,2012,2500.0,61.8,Dronten
GM0303,2013,2130.0,52.4,Dronten
GM0303,2014,1985.0,49.2,Dronten
GM0303,2015,1805.0,44.7,Dronten
GM0303,2016,1735.0,42.8,Dronten
GM0303,2017,1575.0,38.7,Dronten
GM0303,2018,1325.0,32.5,Dronten
GM0303,2019,1595.0,39.1,Dronten
GM0303,2020,1395.0,33.6,Dronten
GM0303,2021,1300.0,31.0,Dronten
GM0303,2022,1450.0,33.8,Dronten
GM0303,2023,1290.0,29.5,Dronten
GM0303,2024,1360.0,30.7,Dronten
GM0304,2010,505.0,42.4,Neerijnen
GM0304,2011,480.0,40.5,Neerijnen
GM0304,2012,540.0,45.1,Neerijnen
GM0304,2013,445.0,37.1,Neerijnen
GM0304,2014,400.0,33.2,Neerijnen
GM0304,2015,405.0,33.6,Neerijnen
GM0304,2016,320.0,26.4,Neerijnen
GM0304,2017,270.0,22.0,Neerijnen
GM0304,2018,245.0,19.8,Neerijnen
GM0304,2019,0.0,0.0,Neerijnen
GM0304,2020,0.0,0.0,Neerijnen
GM0304,2021,0.0,0.0,Neerijnen
GM0304,2022,0.0,0.0,Neerijnen
GM0304,2023,0.0,0.0,Neerijnen
GM0304,2024,0.0,0.0,Neerijnen
GM0305,2010,550.0,62.6,Abcoude
GM0305,2011,0.0,0.0,Abcoude
GM0305,2012,0.0,0.0,Abcoude
GM0305,2013,0.0,0.0,Abcoude
GM0305,2014,0.0,0.0,Abcoude
GM0305,2015,0.0,0.0,Abcoude
GM0305,2016,0.0,0.0,Abcoude
GM0305,2017,0.0,0.0,Abcoude
GM0305,2018,0.0,0.0,Abcoude
GM0305,2019,0.0,0.0,Abcoude
GM0305,2020,0.0,0.0,Abcoude
GM0305,2021,0.0,0.0,Abcoude
GM0305,2022,0.0,0.0,Abcoude
GM0305,2023,0.0,0.0,Abcoude
GM0305,2024,0.0,0.0,Abcoude
GM0307,2010,11155.0,77.0,Amersfoort
GM0307,2011,10495.0,71.6,Amersfoort
GM0307,2012,10740.0,72.4,Amersfoort
GM0307,2013,10655.0,71.2,Amersfoort
GM0307,2014,9385.0,62.2,Amersfoort
GM0307,2015,8925.0,58.5,Amersfoort
GM0307,2016,8505.0,55.4,Amersfoort
GM0307,2017,7640.0,49.5,Amersfoort
GM0307,2018,7490.0,48.3,Amersfoort
GM0307,2019,7620.0,48.8,Amersfoort
GM0307,2020,7475.0,47.5,Amersfoort
GM0307,2021,6455.0,41.0,Amersfoort
GM0307,2022,7235.0,45.6,Amersfoort
GM0307,2023,7715.0,48.0,Amersfoort
GM0307,2024,6980.0,43.1,Amersfoort
GM0308,2010,1560.0,64.1,Baarn
GM0308,2011,1645.0,67.4,Baarn
GM0308,2012,1530.0,62.9,Baarn
GM0308,2013,1345.0,55.4,Baarn
GM0308,2014,1280.0,52.6,Baarn
GM0308,2015,1245.0,51.1,Baarn
GM0308,2016,1280.0,52.3,Baarn
GM0308,2017,1195.0,48.8,Baarn
GM0308,2018,1110.0,45.1,Baarn
GM0308,2019,1105.0,44.7,Baarn
GM0308,2020,1065.0,42.8,Baarn
GM0308,2021,895.0,36.1,Baarn
GM0308,2022,895.0,35.9,Baarn
GM0308,2023,1000.0,40.1,Baarn
GM0308,2024,985.0,39.3,Baarn
GM0310,2010,2500.0,59.5,De Bilt
GM0310,2011,2275.0,54.1,De Bilt
GM0310,2012,2050.0,48.8,De Bilt
GM0310,2013,1905.0,45.3,De Bilt
GM0310,2014,1825.0,43.4,De Bilt
GM0310,2015,1885.0,44.7,De Bilt
GM0310,2016,1710.0,40.3,De Bilt
GM0310,2017,1575.0,36.9,De Bilt
GM0310,2018,1495.0,34.9,De Bilt
GM0310,2019,1665.0,38.9,De Bilt
GM0310,2020,1835.0,42.6,De Bilt
GM0310,2021,1590.0,36.7,De Bilt
GM0310,2022,1685.0,38.7,De Bilt
GM0310,2023,1730.0,39.4,De Bilt
GM0310,2024,1630.0,37.2,De Bilt
GM0311,2010,1420.0,97.1,Breukelen
GM0311,2011,0.0,0.0,Breukelen
GM0311,2012,0.0,0.0,Breukelen
GM0311,2013,0.0,0.0,Breukelen
GM0311,2014,0.0,0.0,Breukelen
GM0311,2015,0.0,0.0,Breukelen
GM0311,2016,0.0,0.0,Breukelen
GM0311,2017,0.0,0.0,Breukelen
GM0311,2018,0.0,0.0,Breukelen
GM0311,2019,0.0,0.0,Breukelen
GM0311,2020,0.0,0.0,Breukelen
GM0311,2021,0.0,0.0,Breukelen
GM0311,2022,0.0,0.0,Breukelen
GM0311,2023,0.0,0.0,Breukelen
GM0311,2024,0.0,0.0,Breukelen
GM0312,2010,765.0,52.8,Bunnik
GM0312,2011,770.0,53.4,Bunnik
GM0312,2012,800.0,55.5,Bunnik
GM0312,2013,675.0,46.4,Bunnik
GM0312,2014,680.0,46.4,Bunnik
GM0312,2015,680.0,46.2,Bunnik
GM0312,2016,610.0,41.4,Bunnik
GM0312,2017,530.0,35.1,Bunnik
GM0312,2018,605.0,39.7,Bunnik
GM0312,2019,565.0,37.3,Bunnik
GM0312,2020,550.0,36.2,Bunnik
GM0312,2021,470.0,30.6,Bunnik
GM0312,2022,430.0,27.6,Bunnik
GM0312,2023,445.0,27.7,Bunnik
GM0312,2024,445.0,27.7,Bunnik
GM0313,2010,780.0,39.0,Bunschoten
GM0313,2011,700.0,34.8,Bunschoten
GM0313,2012,795.0,39.4,Bunschoten
GM0313,2013,655.0,32.1,Bunschoten
GM0313,2014,660.0,32.3,Bunschoten
GM0313,2015,760.0,36.7,Bunschoten
GM0313,2016,645.0,31.1,Bunschoten
GM0313,2017,585.0,27.8,Bunschoten
GM0313,2018,505.0,23.8,Bunschoten
GM0313,2019,630.0,29.2,Bunschoten
GM0313,2020,635.0,29.1,Bunschoten
GM0313,2021,605.0,27.4,Bunschoten
GM0313,2022,625.0,28.0,Bunschoten
GM0313,2023,570.0,25.4,Bunschoten
GM0313,2024,550.0,24.3,Bunschoten
GM0317,2010,350.0,39.8,Eemnes
GM0317,2011,375.0,42.3,Eemnes
GM0317,2012,355.0,40.5,Eemnes
GM0317,2013,425.0,48.4,Eemnes
GM0317,2014,335.0,38.0,Eemnes
GM0317,2015,340.0,38.4,Eemnes
GM0317,2016,345.0,38.9,Eemnes
GM0317,2017,325.0,36.0,Eemnes
GM0317,2018,305.0,33.6,Eemnes
GM0317,2019,240.0,26.3,Eemnes
GM0317,2020,290.0,31.4,Eemnes
GM0317,2021,325.0,34.5,Eemnes
GM0317,2022,240.0,25.3,Eemnes
GM0317,2023,270.0,28.0,Eemnes
GM0317,2024,260.0,26.4,Eemnes
GM0321,2010,2085.0,43.8,Houten
GM0321,2011,2045.0,42.6,Houten
GM0321,2012,2005.0,41.5,Houten
GM0321,2013,1905.0,39.4,Houten
GM0321,2014,1910.0,39.4,Houten
GM0321,2015,1720.0,35.4,Houten
GM0321,2016,1795.0,36.8,Houten
GM0321,2017,1615.0,32.7,Houten
GM0321,2018,1560.0,31.4,Houten
GM0321,2019,1465.0,29.3,Houten
GM0321,2020,1710.0,34.1,Houten
GM0321,2021,1515.0,30.2,Houten
GM0321,2022,1385.0,27.5,Houten
GM0321,2023,1250.0,24.7,Houten
GM0321,2024,1305.0,25.7,Houten
GM0327,2010,1415.0,49.2,Leusden
GM0327,2011,1130.0,39.5,Leusden
GM0327,2012,1155.0,40.0,Leusden
GM0327,2013,975.0,33.7,Leusden
GM0327,2014,975.0,33.6,Leusden
GM0327,2015,795.0,27.4,Leusden
GM0327,2016,845.0,28.8,Leusden
GM0327,2017,750.0,25.3,Leusden
GM0327,2018,785.0,26.4,Leusden
GM0327,2019,920.0,30.6,Leusden
GM0327,2020,900.0,29.7,Leusden
GM0327,2021,810.0,26.5,Leusden
GM0327,2022,715.0,23.3,Leusden
GM0327,2023,785.0,25.0,Leusden
GM0327,2024,810.0,25.6,Leusden
GM0329,2010,375.0,44.0,Loenen
GM0329,2011,0.0,0.0,Loenen
GM0329,2012,0.0,0.0,Loenen
GM0329,2013,0.0,0.0,Loenen
GM0329,2014,0.0,0.0,Loenen
GM0329,2015,0.0,0.0,Loenen
GM0329,2016,0.0,0.0,Loenen
GM0329,2017,0.0,0.0,Loenen
GM0329,2018,0.0,0.0,Loenen
GM0329,2019,0.0,0.0,Loenen
GM0329,2020,0.0,0.0,Loenen
GM0329,2021,0.0,0.0,Loenen
GM0329,2022,0.0,0.0,Loenen
GM0329,2023,0.0,0.0,Loenen
GM0329,2024,0.0,0.0,Loenen
GM0331,2010,380.0,26.7,Lopik
GM0331,2011,395.0,27.8,Lopik
GM0331,2012,350.0,24.8,Lopik
GM0331,2013,365.0,26.1,Lopik
GM0331,2014,340.0,24.2,Lopik
GM0331,2015,285.0,20.4,Lopik
GM0331,2016,360.0,25.6,Lopik
GM0331,2017,345.0,24.2,Lopik
GM0331,2018,280.0,19.5,Lopik
GM0331,2019,305.0,21.0,Lopik
GM0331,2020,415.0,28.7,Lopik
GM0331,2021,405.0,28.0,Lopik
GM0331,2022,375.0,26.0,Lopik
GM0331,2023,285.0,19.5,Lopik
GM0331,2024,300.0,20.4,Lopik
GM0333,2010,2440.0,61.5,Maarssen
GM0333,2011,0.0,0.0,Maarssen
GM0333,2012,0.0,0.0,Maarssen
GM0333,2013,0.0,0.0,Maarssen
GM0333,2014,0.0,0.0,Maarssen
GM0333,2015,0.0,0.0,Maarssen
GM0333,2016,0.0,0.0,Maarssen
GM0333,2017,0.0,0.0,Maarssen
GM0333,2018,0.0,0.0,Maarssen
GM0333,2019,0.0,0.0,Maarssen
GM0333,2020,0.0,0.0,Maarssen
GM0333,2021,0.0,0.0,Maarssen
GM0333,2022,0.0,0.0,Maarssen
GM0333,2023,0.0,0.0,Maarssen
GM0333,2024,0.0,0.0,Maarssen
GM0335,2010,540.0,40.1,Montfoort
GM0335,2011,410.0,30.3,Montfoort
GM0335,2012,470.0,34.6,Montfoort
GM0335,2013,380.0,27.8,Montfoort
GM0335,2014,375.0,27.4,Montfoort
GM0335,2015,355.0,26.1,Montfoort
GM0335,2016,320.0,23.3,Montfoort
GM0335,2017,325.0,23.4,Montfoort
GM0335,2018,370.0,26.6,Montfoort
GM0335,2019,330.0,23.7,Montfoort
GM0335,2020,400.0,28.6,Montfoort
GM0335,2021,325.0,23.2,Montfoort
GM0335,2022,305.0,21.9,Montfoort
GM0335,2023,375.0,26.8,Montfoort
GM0335,2024,280.0,20.3,Montfoort
GM0339,2010,215.0,46.5,Renswoude
GM0339,2011,170.0,35.8,Renswoude
GM0339,2012,170.0,35.7,Renswoude
GM0339,2013,190.0,39.0,Renswoude
GM0339,2014,165.0,33.3,Renswoude
GM0339,2015,160.0,31.8,Renswoude
GM0339,2016,140.0,28.1,Renswoude
GM0339,2017,140.0,27.6,Renswoude
GM0339,2018,110.0,21.4,Renswoude
GM0339,2019,115.0,21.5,Renswoude
GM0339,2020,135.0,25.0,Renswoude
GM0339,2021,100.0,18.0,Renswoude
GM0339,2022,125.0,21.8,Renswoude
GM0339,2023,110.0,19.5,Renswoude
GM0339,2024,130.0,22.2,Renswoude
GM0340,2010,945.0,50.1,Rhenen
GM0340,2011,875.0,46.3,Rhenen
GM0340,2012,870.0,45.5,Rhenen
GM0340,2013,745.0,39.2,Rhenen
GM0340,2014,665.0,34.8,Rhenen
GM0340,2015,615.0,31.7,Rhenen
GM0340,2016,630.0,32.4,Rhenen
GM0340,2017,570.0,29.2,Rhenen
GM0340,2018,655.0,33.0,Rhenen
GM0340,2019,630.0,31.5,Rhenen
GM0340,2020,590.0,29.2,Rhenen
GM0340,2021,540.0,26.7,Rhenen
GM0340,2022,520.0,25.8,Rhenen
GM0340,2023,635.0,31.3,Rhenen
GM0340,2024,520.0,25.6,Rhenen
GM0342,2010,2210.0,48.3,Soest
GM0342,2011,2080.0,45.6,Soest
GM0342,2012,2200.0,48.2,Soest
GM0342,2013,1950.0,42.8,Soest
GM0342,2014,1970.0,43.3,Soest
GM0342,2015,2120.0,46.6,Soest
GM0342,2016,1935.0,42.5,Soest
GM0342,2017,1680.0,36.6,Soest
GM0342,2018,1575.0,34.1,Soest
GM0342,2019,1555.0,33.6,Soest
GM0342,2020,1680.0,36.0,Soest
GM0342,2021,1470.0,31.3,Soest
GM0342,2022,1500.0,31.8,Soest
GM0342,2023,1425.0,30.1,Soest
GM0342,2024,1545.0,32.4,Soest
GM0344,2010,35840.0,116.7,Utrecht (gemeente)
GM0344,2011,34420.0,110.5,Utrecht (gemeente)
GM0344,2012,32545.0,102.9,Utrecht (gemeente)
GM0344,2013,32450.0,100.8,Utrecht (gemeente)
GM0344,2014,32155.0,98.0,Utrecht (gemeente)
GM0344,2015,31110.0,93.1,Utrecht (gemeente)
GM0344,2016,30205.0,89.1,Utrecht (gemeente)
GM0344,2017,28540.0,83.2,Utrecht (gemeente)
GM0344,2018,27060.0,77.9,Utrecht (gemeente)
GM0344,2019,27460.0,77.8,Utrecht (gemeente)
GM0344,2020,24865.0,69.5,Utrecht (gemeente)
GM0344,2021,22200.0,61.8,Utrecht (gemeente)
GM0344,2022,24460.0,67.6,Utrecht (gemeente)
GM0344,2023,25820.0,70.2,Utrecht (gemeente)
GM0344,2024,25365.0,67.8,Utrecht (gemeente)
GM0345,2010,3805.0,61.3,Veenendaal
GM0345,2011,3845.0,61.7,Veenendaal
GM0345,2012,3325.0,52.9,Veenendaal
GM0345,2013,3555.0,56.4,Veenendaal
GM0345,2014,3050.0,48.2,Veenendaal
GM0345,2015,2980.0,47.0,Veenendaal
GM0345,2016,2825.0,44.3,Veenendaal
GM0345,2017,2795.0,43.5,Veenendaal
GM0345,2018,2745.0,42.3,Veenendaal
GM0345,2019,2655.0,40.5,Veenendaal
GM0345,2020,2615.0,39.3,Veenendaal
GM0345,2021,2620.0,39.2,Veenendaal
GM0345,2022,2255.0,33.3,Veenendaal
GM0345,2023,2350.0,34.3,Veenendaal
GM0345,2024,2195.0,31.6,Veenendaal
GM0351,2010,505.0,42.3,Woudenberg
GM0351,2011,460.0,38.3,Woudenberg
GM0351,2012,470.0,39.1,Woudenberg
GM0351,2013,445.0,36.0,Woudenberg
GM0351,2014,455.0,36.6,Woudenberg
GM0351,2015,410.0,32.8,Woudenberg
GM0351,2016,345.0,27.6,Woudenberg
GM0351,2017,400.0,31.3,Woudenberg
GM0351,2018,330.0,25.4,Woudenberg
GM0351,2019,330.0,25.1,Woudenberg
GM0351,2020,445.0,33.2,Woudenberg
GM0351,2021,380.0,28.0,Woudenberg
GM0351,2022,385.0,27.9,Woudenberg
GM0351,2023,390.0,27.2,Woudenberg
GM0351,2024,365.0,25.1,Woudenberg
GM0352,2010,925.0,40.0,Wijk bij Duurstede
GM0352,2011,830.0,35.8,Wijk bij Duurstede
GM0352,2012,760.0,32.9,Wijk bij Duurstede
GM0352,2013,715.0,31.1,Wijk bij Duurstede
GM0352,2014,605.0,26.3,Wijk bij Duurstede
GM0352,2015,575.0,24.7,Wijk bij Duurstede
GM0352,2016,540.0,23.0,Wijk bij Duurstede
GM0352,2017,540.0,23.1,Wijk bij Duurstede
GM0352,2018,465.0,19.6,Wijk bij Duurstede
GM0352,2019,455.0,19.2,Wijk bij Duurstede
GM0352,2020,645.0,27.1,Wijk bij Duurstede
GM0352,2021,535.0,22.4,Wijk bij Duurstede
GM0352,2022,430.0,18.1,Wijk bij Duurstede
GM0352,2023,440.0,18.3,Wijk bij Duurstede
GM0352,2024,465.0,19.4,Wijk bij Duurstede
GM0353,2010,2075.0,60.7,IJsselstein
GM0353,2011,1735.0,50.6,IJsselstein
GM0353,2012,1565.0,45.6,IJsselstein
GM0353,2013,1495.0,43.6,IJsselstein
GM0353,2014,1390.0,40.6,IJsselstein
GM0353,2015,1375.0,40.4,IJsselstein
GM0353,2016,1340.0,39.2,IJsselstein
GM0353,2017,1190.0,34.8,IJsselstein
GM0353,2018,1160.0,33.8,IJsselstein
GM0353,2019,1205.0,35.2,IJsselstein
GM0353,2020,1360.0,39.9,IJsselstein
GM0353,2021,1060.0,31.3,IJsselstein
GM0353,2022,1070.0,32.1,IJsselstein
GM0353,2023,1265.0,37.7,IJsselstein
GM0353,2024,1045.0,31.2,IJsselstein
GM0355,2010,4650.0,77.1,Zeist
GM0355,2011,4580.0,75.3,Zeist
GM0355,2012,4300.0,70.2,Zeist
GM0355,2013,3665.0,59.7,Zeist
GM0355,2014,3580.0,58.5,Zeist
GM0355,2015,3545.0,57.5,Zeist
GM0355,2016,3355.0,53.9,Zeist
GM0355,2017,3140.0,49.9,Zeist
GM0355,2018,2730.0,43.1,Zeist
GM0355,2019,2920.0,45.6,Zeist
GM0355,2020,2965.0,45.7,Zeist
GM0355,2021,2685.0,41.3,Zeist
GM0355,2022,2460.0,37.2,Zeist
GM0355,2023,2405.0,36.1,Zeist
GM0355,2024,2135.0,32.0,Zeist
GM0356,2010,4180.0,68.6,Nieuwegein
GM0356,2011,4160.0,68.2,Nieuwegein
GM0356,2012,3935.0,64.8,Nieuwegein
GM0356,2013,4160.0,68.3,Nieuwegein
GM0356,2014,3800.0,62.2,Nieuwegein
GM0356,2015,4255.0,69.5,Nieuwegein
GM0356,2016,4320.0,69.9,Nieuwegein
GM0356,2017,3680.0,59.4,Nieuwegein
GM0356,2018,3560.0,57.0,Nieuwegein
GM0356,2019,3605.0,57.2,Nieuwegein
GM0356,2020,3670.0,57.8,Nieuwegein
GM0356,2021,3120.0,48.8,Nieuwegein
GM0356,2022,3185.0,49.4,Nieuwegein
GM0356,2023,3450.0,52.8,Nieuwegein
GM0356,2024,3620.0,54.9,Nieuwegein
GM0358,2010,1405.0,48.2,Aalsmeer
GM0358,2011,1480.0,49.1,Aalsmeer
GM0358,2012,1220.0,40.1,Aalsmeer
GM0358,2013,1280.0,41.8,Aalsmeer
GM0358,2014,1210.0,39.4,Aalsmeer
GM0358,2015,1100.0,35.4,Aalsmeer
GM0358,2016,1195.0,38.2,Aalsmeer
GM0358,2017,1215.0,38.8,Aalsmeer
GM0358,2018,1135.0,36.0,Aalsmeer
GM0358,2019,1095.0,34.5,Aalsmeer
GM0358,2020,1135.0,35.7,Aalsmeer
GM0358,2021,1020.0,31.9,Aalsmeer
GM0358,2022,1020.0,31.4,Aalsmeer
GM0358,2023,1105.0,33.5,Aalsmeer
GM0358,2024,1225.0,36.8,Aalsmeer
GM0361,2010,9575.0,102.0,Alkmaar
GM0361,2011,9480.0,100.9,Alkmaar
GM0361,2012,8640.0,91.7,Alkmaar
GM0361,2013,8100.0,85.7,Alkmaar
GM0361,2014,7860.0,82.9,Alkmaar
GM0361,2015,7525.0,70.2,Alkmaar
GM0361,2016,6960.0,64.7,Alkmaar
GM0361,2017,5825.0,53.8,Alkmaar
GM0361,2018,5395.0,49.8,Alkmaar
GM0361,2019,5435.0,50.1,Alkmaar
GM0361,2020,5600.0,51.2,Alkmaar
GM0361,2021,5070.0,46.1,Alkmaar
GM0361,2022,6005.0,54.2,Alkmaar
GM0361,2023,6005.0,53.7,Alkmaar
GM0361,2024,5585.0,49.7,Alkmaar
GM0362,2010,5270.0,65.3,Amstelveen
GM0362,2011,5135.0,62.8,Amstelveen
GM0362,2012,5105.0,61.2,Amstelveen
GM0362,2013,5115.0,60.6,Amstelveen
GM0362,2014,4230.0,49.8,Amstelveen
GM0362,2015,4360.0,50.0,Amstelveen
